Headlines,Time,Description,combined_text,clean_text
"Cramer: Charts flash bullish signs in shares of Caterpillar, Boeing and United Technologies"," 7:26  PM ET Tue,  8 May 2018",Jim Cramer and technician Bob Lang inspect some industrials' stock charts to see if their shares can still surge higher.,"Cramer: Charts flash bullish signs in shares of Caterpillar, Boeing and United Technologies  7:26  PM ET Tue,  8 May 2018 Jim Cramer and technician Bob Lang inspect some industrials' stock charts to see if their shares can still surge higher.",cramer charts flash bullish signs shares caterpillar boeing united technologies pm et tue may jim cramer technician bob lang inspect industrials stock charts see shares still surge higher
"For the first time since 2015, we're seeing organic growth: Valeant Pharma CEO"," 7:26  PM ET Tue,  8 May 2018","Jim Cramer sits down with Joseph Papa, the Chairman and CEO of Valeant Pharmaceuticals, after earnings to hear about his company's new products.","For the first time since 2015, we're seeing organic growth: Valeant Pharma CEO  7:26  PM ET Tue,  8 May 2018 Jim Cramer sits down with Joseph Papa, the Chairman and CEO of Valeant Pharmaceuticals, after earnings to hear about his company's new products.",first time since seeing organic growth valeant pharma ceo pm et tue may jim cramer sits joseph papa chairman ceo valeant pharmaceuticals earnings hear company new products
Cramer: Trump's Iran deal announcement showed just how 'stupid' this market is," 7:27  PM ET Tue,  8 May 2018",Jim Cramer explains the stock market's seemingly irrational response to the president's Iran deal announcement.,"Cramer: Trump's Iran deal announcement showed just how 'stupid' this market is  7:27  PM ET Tue,  8 May 2018 Jim Cramer explains the stock market's seemingly irrational response to the president's Iran deal announcement.",cramer trump iran deal announcement showed stupid market pm et tue may jim cramer explains stock market seemingly irrational response president iran deal announcement
Cramer Remix: Spotify delivered on earnings—here’s why investors dropped it anyway,"11:26  AM ET Tue,  8 May 2018",Jim Cramer explains why Spotify was punished for investors’ out-of-control expectations.,"Cramer Remix: Spotify delivered on earnings—here’s why investors dropped it anyway 11:26  AM ET Tue,  8 May 2018 Jim Cramer explains why Spotify was punished for investors’ out-of-control expectations.",cramer remix spotify delivered earnings investors dropped anyway et tue may jim cramer explains spotify punished investors control expectations
"'We want to get cash out of the system' with mobile payments, Bank of America's digital chief says"," 7:21  PM ET Mon,  7 May 2018","Jim Cramer sits down with Michelle Moore, head of digital banking at Bank of America. Moore says artificial intelligence, voice and virtual payments are taking over the banking space.","'We want to get cash out of the system' with mobile payments, Bank of America's digital chief says  7:21  PM ET Mon,  7 May 2018 Jim Cramer sits down with Michelle Moore, head of digital banking at Bank of America. Moore says artificial intelligence, voice and virtual payments are taking over the banking space.",want get cash system mobile payments bank america digital chief says pm et mon may jim cramer sits michelle moore head digital banking bank america moore says artificial intelligence voice virtual payments taking banking space
"Cramer's lightning round: If you own stock in a gold company, you can take profits here"," 7:06  PM ET Mon,  7 May 2018","Jim Cramer rattles off his take on callers' favorite stocks, including a gold producer that could have limited near-term upside.","Cramer's lightning round: If you own stock in a gold company, you can take profits here  7:06  PM ET Mon,  7 May 2018 Jim Cramer rattles off his take on callers' favorite stocks, including a gold producer that could have limited near-term upside.",cramer lightning round stock gold company take profits pm et mon may jim cramer rattles take callers favorite stocks including gold producer could limited near term upside
"Cramer: Wall Street got Spotify's quarter all wrong—I'd be a buyer, not a seller"," 7:21  PM ET Mon,  7 May 2018",Jim Cramer explains what went wrong with Spotify's first earnings report as a public company and why the results weren't as bad as investors thought.,"Cramer: Wall Street got Spotify's quarter all wrong—I'd be a buyer, not a seller  7:21  PM ET Mon,  7 May 2018 Jim Cramer explains what went wrong with Spotify's first earnings report as a public company and why the results weren't as bad as investors thought.",cramer wall street got spotify quarter wrong buyer seller pm et mon may jim cramer explains went wrong spotify first earnings report public company results bad investors thought
"Cramer commends Estee Lauder's CEO, advises buying beauty stock despite its poor performance"," 7:20  PM ET Mon,  7 May 2018",Jim Cramer argues that Estee Lauder President and CEO Fabrizio Freda has made his cosmetics company a best-of-breed global leader.,"Cramer commends Estee Lauder's CEO, advises buying beauty stock despite its poor performance  7:20  PM ET Mon,  7 May 2018 Jim Cramer argues that Estee Lauder President and CEO Fabrizio Freda has made his cosmetics company a best-of-breed global leader.",cramer commends estee lauder ceo advises buying beauty stock despite poor performance pm et mon may jim cramer argues estee lauder president ceo fabrizio freda made cosmetics company best breed global leader
Cramer: Warren Buffett's aversion to iPhones might've been what kept him out of Amazon and Alphabet," 7:20  PM ET Mon,  7 May 2018",Jim Cramer wonders if Warren Buffett's reluctance to use Apple iPhones was what stopped his fund from investing in Amazon and Alphabet's stocks.,"Cramer: Warren Buffett's aversion to iPhones might've been what kept him out of Amazon and Alphabet  7:20  PM ET Mon,  7 May 2018 Jim Cramer wonders if Warren Buffett's reluctance to use Apple iPhones was what stopped his fund from investing in Amazon and Alphabet's stocks.",cramer warren buffett aversion iphones might kept amazon alphabet pm et mon may jim cramer wonders warren buffett reluctance use apple iphones stopped fund investing amazon alphabet stocks
Here's why Kentucky Derby owner Churchill Downs sees digital as a massive growth engine," 8:00  AM ET Sat,  5 May 2018",The company that owns the Kentucky Derby has increased by 243 percent in the last five years thanks to new ventures and digital growth. ,"Here's why Kentucky Derby owner Churchill Downs sees digital as a massive growth engine  8:00  AM ET Sat,  5 May 2018 The company that owns the Kentucky Derby has increased by 243 percent in the last five years thanks to new ventures and digital growth. ",kentucky derby owner churchill downs sees digital massive growth engine et sat may company owns kentucky derby increased percent last five years thanks new ventures digital growth
Cramer Remix: Why Apple is a better version of Procter & Gamble," 7:05  PM ET Fri,  4 May 2018",Jim Cramer explains why Apple could be more than just a tech play.,"Cramer Remix: Why Apple is a better version of Procter & Gamble  7:05  PM ET Fri,  4 May 2018 Jim Cramer explains why Apple could be more than just a tech play.",cramer remix apple better version procter gamble pm et fri may jim cramer explains apple could tech play
Cramer reviews Berkshire Hathaway's top 5 stock positions," 7:16  PM ET Fri,  4 May 2018","Jim Cramer goes over Berkshire Hathaway's top five portfolio positions as Warren Buffett's annual shareholder meeting in Omaha, Nebraska kicks off.","Cramer reviews Berkshire Hathaway's top 5 stock positions  7:16  PM ET Fri,  4 May 2018 Jim Cramer goes over Berkshire Hathaway's top five portfolio positions as Warren Buffett's annual shareholder meeting in Omaha, Nebraska kicks off.",cramer reviews berkshire hathaway top stock positions pm et fri may jim cramer goes berkshire hathaway top five portfolio positions warren buffett annual shareholder meeting omaha nebraska kicks
Cramer's lightning round: Kentucky Derby racetrack owner is a buy," 7:04  PM ET Fri,  4 May 2018","Jim Cramer fires off his take on callers' favorite stocks, including a horse-racing play that's been a consistent winner.","Cramer's lightning round: Kentucky Derby racetrack owner is a buy  7:04  PM ET Fri,  4 May 2018 Jim Cramer fires off his take on callers' favorite stocks, including a horse-racing play that's been a consistent winner.",cramer lightning round kentucky derby racetrack owner buy pm et fri may jim cramer fires take callers favorite stocks including horse racing play consistent winner
,,,  ,
"Bitcoin's 'been a problem for us,' says CEO of top cybersecurity firm FireEye"," 7:16  PM ET Fri,  4 May 2018","Jim Cramer hears from Kevin Mandia, the CEO of FireEye, about the risks that cryptocurrencies pose to cybersecurity.","Bitcoin's 'been a problem for us,' says CEO of top cybersecurity firm FireEye  7:16  PM ET Fri,  4 May 2018 Jim Cramer hears from Kevin Mandia, the CEO of FireEye, about the risks that cryptocurrencies pose to cybersecurity.",bitcoin problem us says ceo top cybersecurity firm fireeye pm et fri may jim cramer hears kevin mandia ceo fireeye risks cryptocurrencies pose cybersecurity
"Fresh off a key acquisition, Axon CEO touts benefits of body camera tech for police"," 7:15  PM ET Fri,  4 May 2018","Jim Cramer sits down with Axon Enterprise co-founder and CEO Rick Smith, who talks about his company's latest acquisition.","Fresh off a key acquisition, Axon CEO touts benefits of body camera tech for police  7:15  PM ET Fri,  4 May 2018 Jim Cramer sits down with Axon Enterprise co-founder and CEO Rick Smith, who talks about his company's latest acquisition.",fresh key acquisition axon ceo touts benefits body camera tech police pm et fri may jim cramer sits axon enterprise co founder ceo rick smith talks company latest acquisition
Cramer's game plan: This China-led strength could continue thanks to earnings," 7:06  PM ET Fri,  4 May 2018",Jim Cramer goes over key stocks and events he's watching next week as the market turns positive on trade news.,"Cramer's game plan: This China-led strength could continue thanks to earnings  7:06  PM ET Fri,  4 May 2018 Jim Cramer goes over key stocks and events he's watching next week as the market turns positive on trade news.",cramer game plan china led strength could continue thanks earnings pm et fri may jim cramer goes key stocks events watching next week market turns positive trade news
"Cramer Remix: Elon Musk’s conference call was his best, ever"," 7:00  PM ET Thu,  3 May 2018",Jim Cramer explains why the visionary CEO should be admired for telling the truth.,"Cramer Remix: Elon Musk’s conference call was his best, ever  7:00  PM ET Thu,  3 May 2018 Jim Cramer explains why the visionary CEO should be admired for telling the truth.",cramer remix elon musk conference call best ever pm et thu may jim cramer explains visionary ceo admired telling truth
Cramer thanks Tesla CEO Elon Musk 'for telling the truth' after boorish conference call," 7:17  PM ET Thu,  3 May 2018","Jim Cramer says Tesla's post-earnings analyst call was CEO Elon Musk's ""best conference call ever.""","Cramer thanks Tesla CEO Elon Musk 'for telling the truth' after boorish conference call  7:17  PM ET Thu,  3 May 2018 Jim Cramer says Tesla's post-earnings analyst call was CEO Elon Musk's ""best conference call ever.""",cramer thanks tesla ceo elon musk telling truth boorish conference call pm et thu may jim cramer says tesla post earnings analyst call ceo elon musk best conference call ever
Cramer's lightning round: Don't buy Monster Beverage—it's running out of steam," 7:04  PM ET Thu,  3 May 2018","Jim Cramer zips through his take on callers' favorite stocks, including a beverage maker under pressure.","Cramer's lightning round: Don't buy Monster Beverage—it's running out of steam  7:04  PM ET Thu,  3 May 2018 Jim Cramer zips through his take on callers' favorite stocks, including a beverage maker under pressure.",cramer lightning round buy monster beverage running steam pm et thu may jim cramer zips take callers favorite stocks including beverage maker pressure
,,,  ,
Market volatility is not over: Wall Street strategist," 6:39  PM ET Thu,  3 May 2018","Investors should expect more volatility this year, says Wall Street veteran Nicholas Colas. ","Market volatility is not over: Wall Street strategist  6:39  PM ET Thu,  3 May 2018 Investors should expect more volatility this year, says Wall Street veteran Nicholas Colas. ",market volatility wall street strategist pm et thu may investors expect volatility year says wall street veteran nicholas colas
Cramer: Buy MGM Resorts despite the casino stock's 'hideous pullback'," 7:17  PM ET Thu,  3 May 2018",Jim Cramer details the difference between a broken stock and a broken company using hotel operator MGM Resorts as an example.,"Cramer: Buy MGM Resorts despite the casino stock's 'hideous pullback'  7:17  PM ET Thu,  3 May 2018 Jim Cramer details the difference between a broken stock and a broken company using hotel operator MGM Resorts as an example.",cramer buy mgm resorts despite casino stock hideous pullback pm et thu may jim cramer details difference broken stock broken company using hotel operator mgm resorts example
"Cramer on trade: China could wait out Trump's presidency to make a deal, and that's bad for stocks","12:38  PM ET Fri,  4 May 2018",Jim Cramer reveals the market's new thesis on China and predicts what could happen if it comes true.,"Cramer on trade: China could wait out Trump's presidency to make a deal, and that's bad for stocks 12:38  PM ET Fri,  4 May 2018 Jim Cramer reveals the market's new thesis on China and predicts what could happen if it comes true.",cramer trade china could wait trump presidency make deal bad stocks pm et fri may jim cramer reveals market new thesis china predicts could happen comes true
A big trade deal 'unlikely to happen' with Trump's team in China: Former government official," 4:42  PM ET Thu,  3 May 2018","Former Department of Commerce official says a big trade deal ""is unlikely to happen,"" as Trump administration officials visit to China this week.    ","A big trade deal 'unlikely to happen' with Trump's team in China: Former government official  4:42  PM ET Thu,  3 May 2018 Former Department of Commerce official says a big trade deal ""is unlikely to happen,"" as Trump administration officials visit to China this week.    ",big trade deal unlikely happen trump team china former government official pm et thu may former department commerce official says big trade deal unlikely happen trump administration officials visit china week
RBC market analyst: Tech is an area of risk in the stock market," 1:48  PM ET Thu,  3 May 2018","""I do think you've got to see some other major sectors take over the leadership,"" says RBC's head of U.S. equity strategy, Lori Calvasina.","RBC market analyst: Tech is an area of risk in the stock market  1:48  PM ET Thu,  3 May 2018 ""I do think you've got to see some other major sectors take over the leadership,"" says RBC's head of U.S. equity strategy, Lori Calvasina.",rbc market analyst tech area risk stock market pm et thu may think got see major sectors take leadership says rbc head u equity strategy lori calvasina
Cramer Remix: Apple could have just signaled that Trump will make a trade deal with China," 7:03  PM ET Wed,  2 May 2018",Jim Cramer is rethinking trade and China after speaking with Apple CEO Tim Cook.,"Cramer Remix: Apple could have just signaled that Trump will make a trade deal with China  7:03  PM ET Wed,  2 May 2018 Jim Cramer is rethinking trade and China after speaking with Apple CEO Tim Cook.",cramer remix apple could signaled trump make trade deal china pm et wed may jim cramer rethinking trade china speaking apple ceo tim cook
Cramer's lightning round: Danaher is one of my favorite charitable trust holdings," 7:03  PM ET Wed,  2 May 2018","Jim Cramer flies through his take on callers' favorite stocks, including one owned by his charitable trust.","Cramer's lightning round: Danaher is one of my favorite charitable trust holdings  7:03  PM ET Wed,  2 May 2018 Jim Cramer flies through his take on callers' favorite stocks, including one owned by his charitable trust.",cramer lightning round danaher one favorite charitable trust holdings pm et wed may jim cramer flies take callers favorite stocks including one owned charitable trust
Cramer: You'll miss out if you ignore these giant stock buybacks," 7:28  PM ET Wed,  2 May 2018","Jim Cramer highlights large share repurchase programs at Apple, Boeing and others in a market that's grown sour on buybacks.","Cramer: You'll miss out if you ignore these giant stock buybacks  7:28  PM ET Wed,  2 May 2018 Jim Cramer highlights large share repurchase programs at Apple, Boeing and others in a market that's grown sour on buybacks.",cramer miss ignore giant stock buybacks pm et wed may jim cramer highlights large share repurchase programs apple boeing others market grown sour buybacks
Cramer applauds Apple's emerging razor-razorblade model: This could be 'huge'," 7:25  AM ET Thu,  3 May 2018",Jim Cramer doubles down on his praise of Apple after the company's second-quarter earnings report.,"Cramer applauds Apple's emerging razor-razorblade model: This could be 'huge'  7:25  AM ET Thu,  3 May 2018 Jim Cramer doubles down on his praise of Apple after the company's second-quarter earnings report.",cramer applauds apple emerging razor razorblade model could huge et thu may jim cramer doubles praise apple company second quarter earnings report
Cramer pinpoints the 4 things that saved Facebook from its Cambridge Analytica scandal," 7:28  PM ET Wed,  2 May 2018","Jim Cramer says earnings, Snap and Facebook's management rescued the social media giant from its data-mining rut.","Cramer pinpoints the 4 things that saved Facebook from its Cambridge Analytica scandal  7:28  PM ET Wed,  2 May 2018 Jim Cramer says earnings, Snap and Facebook's management rescued the social media giant from its data-mining rut.",cramer pinpoints things saved facebook cambridge analytica scandal pm et wed may jim cramer says earnings snap facebook management rescued social media giant data mining rut
Cramer Remix: Great expectations are the bane of this market," 7:02  PM ET Tue,  1 May 2018",Jim Cramer gets to the bottom of the market action and explains how stocks are becoming victim to high expectations.,"Cramer Remix: Great expectations are the bane of this market  7:02  PM ET Tue,  1 May 2018 Jim Cramer gets to the bottom of the market action and explains how stocks are becoming victim to high expectations.",cramer remix great expectations bane market pm et tue may jim cramer gets bottom market action explains stocks becoming victim high expectations
Cramer's lightning round: Get out of Hi-Crush before you get crushed,"11:45  AM ET Wed,  2 May 2018","Jim Cramer rattles off his take on callers' favorite stocks, including an oil play that could slide.","Cramer's lightning round: Get out of Hi-Crush before you get crushed 11:45  AM ET Wed,  2 May 2018 Jim Cramer rattles off his take on callers' favorite stocks, including an oil play that could slide.",cramer lightning round get hi crush get crushed et wed may jim cramer rattles take callers favorite stocks including oil play could slide
Cramer's charts signal strength ahead for energy and industrial stocks like General Electric," 7:18  PM ET Tue,  1 May 2018",Jim Cramer and technician Marc Chaikin review the charts to find that industrial and energy stocks could be the next to rebound.,"Cramer's charts signal strength ahead for energy and industrial stocks like General Electric  7:18  PM ET Tue,  1 May 2018 Jim Cramer and technician Marc Chaikin review the charts to find that industrial and energy stocks could be the next to rebound.",cramer charts signal strength ahead energy industrial stocks like general electric pm et tue may jim cramer technician marc chaikin review charts find industrial energy stocks could next rebound
"Cramer: The selling has gone too far, especially after Trump's tax cuts"," 7:17  PM ET Tue,  1 May 2018",Jim Cramer sees too many positive data points to make sense of the widespread weakness in the stock market.,"Cramer: The selling has gone too far, especially after Trump's tax cuts  7:17  PM ET Tue,  1 May 2018 Jim Cramer sees too many positive data points to make sense of the widespread weakness in the stock market.",cramer selling gone far especially trump tax cuts pm et tue may jim cramer sees many positive data points make sense widespread weakness stock market
,,,  ,
Cramer reflects on Apple earnings after speaking with CEO Tim Cook," 7:16  PM ET Tue,  1 May 2018",Jim Cramer shares his take on Apple's earnings beat after hearing from Apple CEO Tim Cook.,"Cramer reflects on Apple earnings after speaking with CEO Tim Cook  7:16  PM ET Tue,  1 May 2018 Jim Cramer shares his take on Apple's earnings beat after hearing from Apple CEO Tim Cook.",cramer reflects apple earnings speaking ceo tim cook pm et tue may jim cramer shares take apple earnings beat hearing apple ceo tim cook
Cramer Remix: The world has turned on this sector," 7:01  PM ET Mon, 30 April 2018",Jim Cramer argues that investors have left the industrial sector behind.,"Cramer Remix: The world has turned on this sector  7:01  PM ET Mon, 30 April 2018 Jim Cramer argues that investors have left the industrial sector behind.",cramer remix world turned sector pm et mon april jim cramer argues investors left industrial sector behind
Cramer's lightning round: Corning's stock is an unnecessary victim of T-Mobile-Sprint merger," 7:02  PM ET Mon, 30 April 2018","Jim Cramer shares his take on callers' favorite stocks at lightning speed, including an industrial play.","Cramer's lightning round: Corning's stock is an unnecessary victim of T-Mobile-Sprint merger  7:02  PM ET Mon, 30 April 2018 Jim Cramer shares his take on callers' favorite stocks at lightning speed, including an industrial play.",cramer lightning round corning stock unnecessary victim mobile sprint merger pm et mon april jim cramer shares take callers favorite stocks lightning speed including industrial play
Cramer: T-Mobile's John Legere could be the ticket to Sprint merger approval," 6:59  PM ET Mon, 30 April 2018",Jim Cramer explains why the T-Mobile-Sprint merger winning regulatory approval isn't as ridiculous as some might think.,"Cramer: T-Mobile's John Legere could be the ticket to Sprint merger approval  6:59  PM ET Mon, 30 April 2018 Jim Cramer explains why the T-Mobile-Sprint merger winning regulatory approval isn't as ridiculous as some might think.",cramer mobile john legere could ticket sprint merger approval pm et mon april jim cramer explains mobile sprint merger winning regulatory approval ridiculous might think
Allergan CEO says Botox maker's new depression drug could be an 'absolute game-changer',"10:36  PM ET Mon, 30 April 2018",Jim Cramer sits down with Allergan Chairman and CEO Brent Saunders after earnings to hear about the pharmaceutical giant's latest ventures.,"Allergan CEO says Botox maker's new depression drug could be an 'absolute game-changer' 10:36  PM ET Mon, 30 April 2018 Jim Cramer sits down with Allergan Chairman and CEO Brent Saunders after earnings to hear about the pharmaceutical giant's latest ventures.",allergan ceo says botox maker new depression drug could absolute game changer pm et mon april jim cramer sits allergan chairman ceo brent saunders earnings hear pharmaceutical giant latest ventures
"Cramer: Mergers, value and earnings surprises are sending stocks higher—but they may not be enough"," 7:02  PM ET Mon, 30 April 2018",Jim Cramer spots opportunities in the increasingly fickle stock market and wonders if former leadership sectors can recover.,"Cramer: Mergers, value and earnings surprises are sending stocks higher—but they may not be enough  7:02  PM ET Mon, 30 April 2018 Jim Cramer spots opportunities in the increasingly fickle stock market and wonders if former leadership sectors can recover.",cramer mergers value earnings surprises sending stocks higher may enough pm et mon april jim cramer spots opportunities increasingly fickle stock market wonders former leadership sectors recover
,,,  ,
Cramer Remix: Microsoft and Intel could rule the world again," 6:59  PM ET Fri, 27 April 2018",Jim Cramer says tech earnings put him into a time machine going back to the 1990s when “Wintel” reigned supreme.,"Cramer Remix: Microsoft and Intel could rule the world again  6:59  PM ET Fri, 27 April 2018 Jim Cramer says tech earnings put him into a time machine going back to the 1990s when “Wintel” reigned supreme.",cramer remix microsoft intel could rule world pm et fri april jim cramer says tech earnings put time machine going back wintel reigned supreme
Cramer: Apple has the most to lose from a trade war," 7:11  PM ET Fri, 27 April 2018",Jim Cramer compares the impact of tariffs on Apple and Walmart to see which company would take a harder hit from increased U.S.-China tensions.,"Cramer: Apple has the most to lose from a trade war  7:11  PM ET Fri, 27 April 2018 Jim Cramer compares the impact of tariffs on Apple and Walmart to see which company would take a harder hit from increased U.S.-China tensions.",cramer apple lose trade war pm et fri april jim cramer compares impact tariffs apple walmart see company would take harder hit increased u china tensions
Cramer's game plan: This market lacks clarity. Here's how to manage," 7:11  PM ET Fri, 27 April 2018",Jim Cramer reviews his game plan for the week ahead and highlights the most important stocks and events to watch.,"Cramer's game plan: This market lacks clarity. Here's how to manage  7:11  PM ET Fri, 27 April 2018 Jim Cramer reviews his game plan for the week ahead and highlights the most important stocks and events to watch.",cramer game plan market lacks clarity manage pm et fri april jim cramer reviews game plan week ahead highlights important stocks events watch
Cramer Remix: Why Whirlpool’s stock is not worth the risk," 7:24  PM ET Thu, 26 April 2018",Jim Cramer issues a new call on Whirlpool after first quarter earnings and the president’s tariffs.,"Cramer Remix: Why Whirlpool’s stock is not worth the risk  7:24  PM ET Thu, 26 April 2018 Jim Cramer issues a new call on Whirlpool after first quarter earnings and the president’s tariffs.",cramer remix whirlpool stock worth risk pm et thu april jim cramer issues new call whirlpool first quarter earnings president tariffs
Cramer: Advanced Micro Devices is a good buy for long-term investors," 7:35  PM ET Thu, 26 April 2018",Jim Cramer says Advanced Micro Devices is back from near-death. Here's why you should buy. ,"Cramer: Advanced Micro Devices is a good buy for long-term investors  7:35  PM ET Thu, 26 April 2018 Jim Cramer says Advanced Micro Devices is back from near-death. Here's why you should buy. ",cramer advanced micro devices good buy long term investors pm et thu april jim cramer says advanced micro devices back near death buy
Cramer's lightning round: Now is the time to buy Walgreens' stock," 6:59  PM ET Thu, 26 April 2018","Jim Cramer flies through his take on callers' favorite stocks in the lightning round, including a downtrodden pharmaceutical play.","Cramer's lightning round: Now is the time to buy Walgreens' stock  6:59  PM ET Thu, 26 April 2018 Jim Cramer flies through his take on callers' favorite stocks in the lightning round, including a downtrodden pharmaceutical play.",cramer lightning round time buy walgreens stock pm et thu april jim cramer flies take callers favorite stocks lightning round including downtrodden pharmaceutical play
Cramer: Domino's Pizza might have the best earnings report this season," 7:07  PM ET Thu, 26 April 2018","Jim Cramer says Domino's Pizza might have the best earnings report this season. The ""Mad Money"" host talks to outgoing CEO Patrick Doyle and his successor Ritch Allison. ","Cramer: Domino's Pizza might have the best earnings report this season  7:07  PM ET Thu, 26 April 2018 Jim Cramer says Domino's Pizza might have the best earnings report this season. The ""Mad Money"" host talks to outgoing CEO Patrick Doyle and his successor Ritch Allison. ",cramer domino pizza might best earnings report season pm et thu april jim cramer says domino pizza might best earnings report season mad money host talks outgoing ceo patrick doyle successor ritch allison
Cramer: Big tech is behind the market rally," 5:31  AM ET Fri, 27 April 2018",Jim Cramer says top technology companies like Facebook and Amazon are behind today's market rally. ,"Cramer: Big tech is behind the market rally  5:31  AM ET Fri, 27 April 2018 Jim Cramer says top technology companies like Facebook and Amazon are behind today's market rally. ",cramer big tech behind market rally et fri april jim cramer says top technology companies like facebook amazon behind today market rally
When 10Y/2Y spread get under 40 basis points," 1:25  PM ET Thu, 26 April 2018","What happens when the 10 year and two year get to under 40 basis points. Your data partners at Kensho show that stocks pop a month later. 4% for the Nasdaq, close to 3% for the S&P and 2.75% for the Dow. ","When 10Y/2Y spread get under 40 basis points  1:25  PM ET Thu, 26 April 2018 What happens when the 10 year and two year get to under 40 basis points. Your data partners at Kensho show that stocks pop a month later. 4% for the Nasdaq, close to 3% for the S&P and 2.75% for the Dow. ",spread get basis points pm et thu april happens year two year get basis points data partners kensho show stocks pop month later nasdaq close p dow
Market by midterms when President's approval below 50%," 9:45  AM ET Thu, 26 April 2018",Kensho stat of the day. Stocks tend to perform well from May through election day in midterms years when the sitting president has an approval rating below 50%. ,"Market by midterms when President's approval below 50%  9:45  AM ET Thu, 26 April 2018 Kensho stat of the day. Stocks tend to perform well from May through election day in midterms years when the sitting president has an approval rating below 50%. ",market midterms president approval et thu april kensho stat day stocks tend perform well may election day midterms years sitting president approval rating
Cramer Remix: These tech titans aren’t breaking the bank - let them spend,"11:20  AM ET Thu, 26 April 2018",Jim Cramer breaks down why you should embrace the big spending by tech companies.,"Cramer Remix: These tech titans aren’t breaking the bank - let them spend 11:20  AM ET Thu, 26 April 2018 Jim Cramer breaks down why you should embrace the big spending by tech companies.",cramer remix tech titans breaking bank let spend et thu april jim cramer breaks embrace big spending tech companies
Cramer's lightning round: Teva Pharmaceuticals is 'not good enough' for your portfolio,"11:10  AM ET Thu, 26 April 2018",Jim Cramer helps callers quell their fears on a few key stocks with first-quarter earnings season in full swing.,"Cramer's lightning round: Teva Pharmaceuticals is 'not good enough' for your portfolio 11:10  AM ET Thu, 26 April 2018 Jim Cramer helps callers quell their fears on a few key stocks with first-quarter earnings season in full swing.",cramer lightning round teva pharmaceuticals good enough portfolio et thu april jim cramer helps callers quell fears key stocks first quarter earnings season full swing
"Bill Ackman's bet against Herbalife was 'dangerous,' CNBC's Scott Wapner says"," 7:17  PM ET Wed, 25 April 2018",Jim Cramer and Scott Wapner discuss Wapner's new book about the epic battle between investing legends Carl Icahn and Bill Ackman.,"Bill Ackman's bet against Herbalife was 'dangerous,' CNBC's Scott Wapner says  7:17  PM ET Wed, 25 April 2018 Jim Cramer and Scott Wapner discuss Wapner's new book about the epic battle between investing legends Carl Icahn and Bill Ackman.",bill ackman bet herbalife dangerous cnbc scott wapner says pm et wed april jim cramer scott wapner discuss wapner new book epic battle investing legends carl icahn bill ackman
Cramer’s strategy for dealing with market volatility,"10:56  AM ET Thu, 26 April 2018",Jim Cramer fields calls from some of America's investors and has a few strategies to consider before making a move.  ,"Cramer’s strategy for dealing with market volatility 10:56  AM ET Thu, 26 April 2018 Jim Cramer fields calls from some of America's investors and has a few strategies to consider before making a move.  ",cramer strategy dealing market volatility et thu april jim cramer fields calls america investors strategies consider making move
,,,  ,
Cramer: Don't panic over the rising 10-year Treasury yield," 7:16  PM ET Wed, 25 April 2018",Jim Cramer says investors don't need to panic over the rising 10-year yield. ,"Cramer: Don't panic over the rising 10-year Treasury yield  7:16  PM ET Wed, 25 April 2018 Jim Cramer says investors don't need to panic over the rising 10-year yield. ",cramer panic rising year treasury yield pm et wed april jim cramer says investors need panic rising year yield
Cramer: Reevaluate your portfolio during market volatility. Don't buy more!," 4:58  AM ET Thu, 26 April 2018","Jim Cramer tells investors that market swings could be a chance to reevaluate their portfolios, but not necessarily run out and buy more. ","Cramer: Reevaluate your portfolio during market volatility. Don't buy more!  4:58  AM ET Thu, 26 April 2018 Jim Cramer tells investors that market swings could be a chance to reevaluate their portfolios, but not necessarily run out and buy more. ",cramer reevaluate portfolio market volatility buy et thu april jim cramer tells investors market swings could chance reevaluate portfolios necessarily run buy
Cramer Remix: Navigating buying opportunities in tech amid a sell-off," 7:23  PM ET Tue, 24 April 2018",Jim Cramer explains why buying shares of Alphabet in the midst of a sell-off could be a good opportunity for investors.,"Cramer Remix: Navigating buying opportunities in tech amid a sell-off  7:23  PM ET Tue, 24 April 2018 Jim Cramer explains why buying shares of Alphabet in the midst of a sell-off could be a good opportunity for investors.",cramer remix navigating buying opportunities tech amid sell pm et tue april jim cramer explains buying shares alphabet midst sell could good opportunity investors
Cramer's lightning round: Wait for Take Two's earnings before buying," 7:21  PM ET Tue, 24 April 2018",Jim Cramer's suggestions for stock picks during the lightning round. ,"Cramer's lightning round: Wait for Take Two's earnings before buying  7:21  PM ET Tue, 24 April 2018 Jim Cramer's suggestions for stock picks during the lightning round. ",cramer lightning round wait take two earnings buying pm et tue april jim cramer suggestions stock picks lightning round
Cramer says Alphabet's recent declines are a buying opportunity," 7:29  PM ET Tue, 24 April 2018",CNBC's Jim Cramer says Alphabet's recent stock declines are a buying opportunity.,"Cramer says Alphabet's recent declines are a buying opportunity  7:29  PM ET Tue, 24 April 2018 CNBC's Jim Cramer says Alphabet's recent stock declines are a buying opportunity.",cramer says alphabet recent declines buying opportunity pm et tue april cnbc jim cramer says alphabet recent stock declines buying opportunity
